"methodId","total_garbage","minimum","maximum","number_times"
4401,0,0,0,4
4402,0,0,0,4
4403,0,0,0,8
4404,0,0,0,3
4406,0,0,0,9
4418,0,0,0,10
4423,0,0,0,26
4426,0,0,0,3
4442,0,0,0,16
4443,0,0,0,6
4444,40,0,40,8
4446,0,0,0,2
4450,0,0,0,3
4451,0,0,0,6
4452,0,0,0,6
4453,0,0,0,18
4454,0,0,0,6
4455,0,0,0,6
4460,0,0,0,5
4461,0,0,0,6
4463,0,0,0,6
4464,0,0,0,6
4483,0,0,0,3
4484,0,0,0,2
4485,0,0,0,2
4488,0,0,0,2
4493,0,0,0,1
4494,0,0,0,1
4498,0,0,0,3
4499,0,0,0,3
4501,0,0,0,3
4502,0,0,0,5
4504,0,0,0,4
4508,0,0,0,6
4517,496,496,0,1
4518,232,0,232,3
4522,0,0,0,1
4523,0,0,0,2
4525,1104,552,552,2
4536,0,0,0,3
4537,0,0,0,1
4538,0,0,0,8
4539,0,0,0,3
4578,0,0,0,374
4584,0,0,0,374
4664,0,0,0,16
4665,0,0,0,12
4666,0,0,0,16
4669,0,0,0,424
4670,0,0,0,16
4671,0,0,0,9
4675,0,0,0,894
4676,0,0,0,9
4679,0,0,0,1143
4681,0,0,0,240
4686,0,0,0,893
4688,0,0,0,240
4820,0,0,0,339
4821,0,0,0,2
4823,0,0,0,336
4842,0,0,0,364
4843,0,0,0,364
4844,0,0,0,1147
4866,0,0,0,336
4867,0,0,0,1
4868,64,64,0,1
4885,0,0,0,2
4887,0,0,0,453
4888,0,0,0,639
4897,0,0,0,1
4898,0,0,0,1
4900,0,0,0,2
4903,0,0,0,2
4905,0,0,0,1
4907,0,0,0,1
4908,0,0,0,1
4909,0,0,0,1
4910,0,0,0,1
4911,0,0,0,1
4912,0,0,0,1
4914,0,0,0,1
4916,0,0,0,1
4922,0,0,0,10
4923,0,0,0,12
4924,0,0,0,1
4925,0,0,0,1
4926,0,0,0,1
4927,0,0,0,3
4929,0,0,0,1
4934,0,0,0,1
4936,0,0,0,3
4937,0,0,0,1
4939,0,0,0,1
4940,0,0,0,1
4942,0,0,0,1
4946,0,0,0,1
4947,264,264,0,1
4948,0,0,0,1
4949,0,0,0,2
4950,0,0,0,2
4951,0,0,0,1
4953,0,0,0,4
4954,0,0,0,1
4956,0,0,0,15588
4957,0,0,0,49
4969,0,0,0,1
4970,0,0,0,1
4972,432,216,216,2
4976,0,0,0,1
4977,144,144,0,1
4979,0,0,0,1
4981,0,0,0,1
4983,0,0,0,1
4989,0,0,0,1
4991,0,0,0,2
4993,0,0,0,1
4995,0,0,0,2
5000,0,0,0,1
5001,0,0,0,1
5003,0,0,0,1
5004,0,0,0,1
5016,0,0,0,1
5017,0,0,0,1
5018,0,0,0,1
5019,0,0,0,1
5020,0,0,0,62
5022,0,0,0,1
5024,0,0,0,63
5025,0,0,0,1130
5026,624,0,48,1139
5028,0,0,0,11
5030,0,0,0,4601
5031,0,0,0,5424
5032,0,0,0,1
5033,0,0,0,2278
5034,12168,0,4808,5
5035,0,0,0,25
5036,0,0,0,1150
5037,0,0,0,50
5038,0,0,0,30
5039,0,0,0,30
5049,0,0,0,1128
5050,0,0,0,1124
5051,0,0,0,1
5053,0,0,0,1
5054,0,0,0,15
5056,0,0,0,1
5057,0,0,0,1
5059,0,0,0,3
5060,0,0,0,2
5061,0,0,0,1
5062,0,0,0,2
5063,0,0,0,1
5064,0,0,0,1
5066,0,0,0,1
5067,0,0,0,1
5070,0,0,0,1
5071,0,0,0,1
5072,0,0,0,5
5073,0,0,0,1
5074,0,0,0,2
5076,0,0,0,3
5077,0,0,0,5
5078,0,0,0,2
5080,0,0,0,1
5081,0,0,0,1
5084,0,0,0,63
5085,0,0,0,63
5088,0,0,0,5424
5089,35344,0,256,6641
5091,0,0,0,2624
5093,0,0,0,1217
5094,0,0,0,1217
5095,0,0,0,1217
5097,0,0,0,1216
5098,0,0,0,1189
5099,0,0,0,30
5100,0,0,0,1
5101,0,0,0,180
5104,0,0,0,1
5105,2544,2544,0,1
5106,0,0,0,1
5108,0,0,0,7003
5109,0,0,0,2113
5110,0,0,0,63
5112,96,0,96,2113
5114,0,0,0,1217
5116,0,0,0,2433
5120,0,0,0,1189
5121,0,0,0,361
5122,0,0,0,361
5123,288,0,288,4907
5124,0,0,0,180
5128,0,0,0,1397
5129,0,0,0,1217
5130,0,0,0,1217
5131,0,0,0,2113
5132,0,0,0,2113
5133,0,0,0,2407
5135,0,0,0,1
5136,0,0,0,1
5137,0,0,0,1
5138,0,0,0,1
5139,32,32,0,1
5140,0,0,0,1
5141,0,0,0,30
5156,0,0,0,3
5157,0,0,0,4
5158,0,0,0,4
5159,0,0,0,1
5160,0,0,0,4
5162,0,0,0,3
5164,0,0,0,1
5165,0,0,0,4088
5166,0,0,0,4
5168,0,0,0,1
5169,0,0,0,4095
5170,312,0,312,58207
5171,0,0,0,4
5173,0,0,0,5186
5174,0,0,0,239
5175,0,0,0,2495
5177,3089856,0,2016,1880
5181,0,0,0,1
5182,0,0,0,1
5183,48,0,48,2
5184,0,0,0,1
5185,0,0,0,1
5187,0,0,0,51
5188,123816,0,88,1429
5189,0,0,0,1227
5190,440,0,440,1407
5192,0,0,0,180
5193,21632,0,120,254
5197,0,0,0,1185
5208,3456,0,200,96
5214,0,0,0,1
5216,0,0,0,1407
5219,0,0,0,1128
5221,0,0,0,1429
5222,0,0,0,22
5226,0,0,0,58
5227,384,0,384,12
5229,0,0,0,10
5230,0,0,0,711
5238,0,0,0,50
5239,0,0,0,2
5246,0,0,0,1
5248,0,0,0,7
5249,0,0,0,1
5251,0,0,0,2
5252,0,0,0,1
5268,0,0,0,1216
5269,12560,0,12560,1193
5270,0,0,0,2113
5271,0,0,0,1696
5272,0,0,0,9409
5273,0,0,0,1219
5274,0,0,0,2
5276,0,0,0,646
5277,0,0,0,7127
5280,0,0,0,1
5281,0,0,0,1636
5285,0,0,0,62
5286,0,0,0,2
5287,0,0,0,3749
5291,0,0,0,47
5292,0,0,0,3749
5293,0,0,0,3749
5294,0,0,0,3830
5295,0,0,0,10876
5299,0,0,0,47
5301,0,0,0,1743
5302,0,0,0,1241
5303,75784,0,19952,33
5304,2640,88,88,30
5305,0,0,0,13907
5306,0,0,0,1
5308,0,0,0,62
5312,237608,0,32792,10876
5316,0,0,0,47
5318,0,0,0,1743
5320,0,0,0,1241
5322,0,0,0,30
5324,0,0,0,1
5325,0,0,0,1
5326,0,0,0,1
5327,0,0,0,65
5328,0,0,0,36262
5329,0,0,0,36
5330,0,0,0,1
5331,0,0,0,22
5333,304,0,264,1132
5334,0,0,0,1776
5335,0,0,0,1775
5339,0,0,0,23
5340,0,0,0,644
5341,0,0,0,2576
5347,0,0,0,1
5348,0,0,0,6
5349,0,0,0,3
5350,0,0,0,6
5351,0,0,0,1
5352,0,0,0,1
5359,0,0,0,1
5362,0,0,0,52
5363,0,0,0,53
5364,0,0,0,1044
5365,4272,0,520,412
5366,0,0,0,196
5367,0,0,0,699
5368,0,0,0,2
5369,0,0,0,407
5370,0,0,0,152
5371,1864,928,936,2
5372,0,0,0,23
5373,0,0,0,667
5375,1432,0,1432,1721
5376,0,0,0,1
5377,0,0,0,1718
5378,0,0,0,987
5379,0,0,0,987
5385,0,0,0,644
5389,32,0,0,5
5395,0,0,0,667
5396,0,0,0,23
5397,0,0,0,23
5400,0,0,0,2373
5401,0,0,0,1683
5402,200760,0,9000,2373
5404,0,0,0,32
5406,0,0,0,52
5409,0,0,0,1
5416,0,0,0,1007
5417,0,0,0,1007
5418,0,0,0,13607
5419,0,0,0,13607
5420,0,0,0,1609
5421,120,0,40,233
5422,0,0,0,2708
5423,0,0,0,8
5424,0,0,0,1
5425,0,0,0,2
5427,0,0,0,6
5428,0,0,0,6
5430,0,0,0,6
5431,0,0,0,6
5432,0,0,0,1
5433,0,0,0,233
5434,0,0,0,999
5436,0,0,0,13477
5437,0,0,0,13477
5439,0,0,0,1
5440,0,0,0,1
5441,0,0,0,1
5443,0,0,0,1
5444,0,0,0,8
5445,0,0,0,21
5447,0,0,0,57
5448,0,0,0,21
5453,0,0,0,4
5454,0,0,0,5
5455,176056,416,174392,5
5471,0,0,0,1
5473,0,0,0,1
5476,0,0,0,1
5477,0,0,0,1
5485,0,0,0,1
5486,0,0,0,6
5488,0,0,0,1
5491,0,0,0,2
5492,0,0,0,2
5493,0,0,0,1
5494,0,0,0,2
5495,0,0,0,1
5496,0,0,0,1
5497,0,0,0,1
5499,0,0,0,15
5500,0,0,0,2
5501,0,0,0,2
5502,0,0,0,24
5505,0,0,0,3
5508,0,0,0,2
5509,0,0,0,1
5510,0,0,0,1
5511,0,0,0,1
5512,0,0,0,1
5513,0,0,0,1
5514,0,0,0,1
5515,0,0,0,1
5516,0,0,0,1
5517,0,0,0,1
5518,0,0,0,1
5519,0,0,0,1
5520,0,0,0,1
5521,24,24,0,1
5522,0,0,0,2
5523,0,0,0,3
5524,0,0,0,10
5530,0,0,0,2
5531,0,0,0,2
5539,0,0,0,1
5542,592,0,112,18
5543,0,0,0,1
5544,0,0,0,162
5546,0,0,0,162
5548,5568,48,48,116
5549,0,0,0,11
5550,0,0,0,164
5551,0,0,0,3
5554,0,0,0,112
5555,0,0,0,261
5562,0,0,0,258
5563,0,0,0,3
5564,0,0,0,11
5565,0,0,0,250
5566,0,0,0,261
5568,27240,104,136,261
5569,0,0,0,261
5571,0,0,0,113
5573,10992,72,112,112
5578,0,0,0,519
5580,0,0,0,1
5581,0,0,0,1
5582,0,0,0,1
5583,0,0,0,2745
5590,27424,0,32,2745
5591,0,0,0,2745
5592,0,0,0,29015
5593,0,0,0,29015
5594,0,0,0,9107
5595,4668688,0,134000,176482
5596,0,0,0,84099
5597,18560,0,7768,84099
5601,0,0,0,3
5602,0,0,0,3
5603,0,0,0,3
5610,0,0,0,1
5611,0,0,0,1
5613,0,0,0,8
5617,0,0,0,8
5621,96,0,96,105
5622,0,0,0,105
5623,656,0,328,495
5624,0,0,0,74
5626,0,0,0,2
5627,17000,0,2008,92
5632,0,0,0,42
5633,0,0,0,1374
5634,120368,48,240,1374
5636,0,0,0,61
5637,0,0,0,31
5638,1592,40,392,31
5641,0,0,0,31
5642,568,0,568,31
5644,0,0,0,62
5645,0,0,0,4578
5646,0,0,0,31
5648,0,0,0,1148
5650,0,0,0,679
5651,0,0,0,4517
5653,0,0,0,30
5654,0,0,0,30
5655,0,0,0,1
5656,0,0,0,1159
5657,0,0,0,30
5658,0,0,0,31
5659,0,0,0,30
5660,0,0,0,30
5661,0,0,0,2285
5662,0,0,0,30
5663,0,0,0,30
5666,0,0,0,31
5667,0,0,0,1148
5673,0,0,0,31
5674,992,32,32,31
5675,0,0,0,31
5676,1240,0,40,62
5677,0,0,0,31
5682,0,0,0,30
5692,0,0,0,1
5696,0,0,0,30
5713,0,0,0,2
5714,672,336,336,2
5717,0,0,0,1148
5719,3840,192,192,20
5720,0,0,0,1128
5721,0,0,0,1128
5722,0,0,0,1128
5723,0,0,0,1127
5725,5077976,720,64064,1128
5726,0,0,0,1148
5732,0,0,0,1128
5734,0,0,0,2256
5735,0,0,0,1128
5736,0,0,0,1128
5742,0,0,0,96
5750,0,0,0,973
5759,0,0,0,973
5761,0,0,0,973
5768,0,0,0,12
5778,23056,0,3248,224
5779,1792,0,112,5304
5791,10608,1768,1768,6
5837,48,0,48,280
5839,0,0,0,946
5846,0,0,0,24
5847,0,0,0,24
5864,0,0,0,11719
5865,0,0,0,9
5867,0,0,0,5346
5874,0,0,0,11719
5875,0,0,0,9
5877,0,0,0,5346
5883,0,0,0,1
5884,0,0,0,6
5885,0,0,0,7
5890,0,0,0,1
5891,0,0,0,14
5895,0,0,0,14
5896,0,0,0,6
5898,0,0,0,76
5899,0,0,0,8
5907,10464,1152,1408,8
5908,14496,592,736,24
5909,0,0,0,1
5910,0,0,0,76
5928,0,0,0,1
5936,0,0,0,98
5965,0,0,0,56
5988,0,0,0,1
5989,0,0,0,1
5991,0,0,0,1
5994,0,0,0,76
6010,0,0,0,76
6021,0,0,0,24
6024,0,0,0,24
6030,80,0,0,24
6034,0,0,0,6
6038,0,0,0,1
6039,0,0,0,6
6040,0,0,0,6
6045,0,0,0,1
6053,0,0,0,1
6054,0,0,0,1
6059,0,0,0,1
6060,0,0,0,1
6067,0,0,0,1
6104,0,0,0,1
6105,0,0,0,5
6106,0,0,0,14
6108,0,0,0,16
6109,0,0,0,1
6114,0,0,0,6
6125,0,0,0,2244
6127,0,0,0,1
6129,0,0,0,2
6134,0,0,0,1
6135,0,0,0,1
6136,0,0,0,1
6137,0,0,0,2
6138,0,0,0,1
6139,0,0,0,1
6140,0,0,0,16
6143,0,0,0,1
6144,0,0,0,1
6145,0,0,0,1
6146,0,0,0,1
6148,0,0,0,1
6149,0,0,0,8
6150,0,0,0,6
6151,0,0,0,11
6154,0,0,0,1
6192,0,0,0,1
6200,0,0,0,1
6201,0,0,0,4
6208,0,0,0,1
6209,0,0,0,1
6210,0,0,0,1
6211,0,0,0,2
6212,0,0,0,2
6223,0,0,0,1
6224,0,0,0,1
6252,0,0,0,2
6253,0,0,0,1
6254,0,0,0,1
6255,0,0,0,1
6256,0,0,0,1
6257,0,0,0,1
6258,0,0,0,2
6259,0,0,0,1
6260,0,0,0,2
6268,0,0,0,1
6269,0,0,0,24
6270,21640,408,952,23
6280,0,0,0,23
6283,192,48,48,4
6297,0,0,0,1
6324,0,0,0,1
6327,0,0,0,8
6329,0,0,0,1
6333,0,0,0,1
6338,0,0,0,2
6339,0,0,0,3
6343,0,0,0,3
6344,120,40,40,3
6345,0,0,0,1
6346,0,0,0,3
6347,0,0,0,3
6349,0,0,0,1
6350,0,0,0,5
6353,0,0,0,4
6354,0,0,0,4
6355,0,0,0,1
6356,0,0,0,11
6359,0,0,0,15
6360,0,0,0,1
6361,0,0,0,1
6362,0,0,0,24
6365,0,0,0,25
6379,0,0,0,1917
6383,32,32,0,1
6386,0,0,0,23
6390,0,0,0,9
6392,0,0,0,5
6394,80,40,40,2
6395,0,0,0,14
6397,0,0,0,9
6398,0,0,0,2
6399,0,0,0,1
6400,0,0,0,3
6401,0,0,0,4
6402,0,0,0,4
6403,0,0,0,4
6404,0,0,0,9
6406,0,0,0,4
6407,0,0,0,98
6408,336,0,0,96
6409,3632,464,3168,2
6410,0,0,0,17
6412,0,0,0,5
6413,0,0,0,9
6414,0,0,0,9
6415,0,0,0,3
6421,0,0,0,1
6422,0,0,0,2
6425,0,0,0,4
6426,0,0,0,4
6427,96,24,24,4
6429,1472,0,1472,62426
6430,0,0,0,20687
6436,0,0,0,118
6437,0,0,0,348
6438,0,0,0,9116
6440,0,0,0,12
6444,0,0,0,452
6445,0,0,0,18
6447,0,0,0,451
6449,0,0,0,40806
6454,1048,1048,0,1
6456,0,0,0,3
6457,0,0,0,1
6458,0,0,0,7780
6459,403704,0,320,9316
6460,1504,0,200,1633
6461,0,0,0,2
6462,0,0,0,23
6463,1496,0,232,210
6464,792,0,88,199
6466,0,0,0,10
6467,64,0,64,10
6468,1992,192,264,10
6469,0,0,0,2
6470,104,0,0,2
6471,0,0,0,8
6474,0,0,0,18
6475,0,0,0,18
6477,0,0,0,2
6478,304,304,0,1
6479,0,0,0,2
6480,1024,1024,0,1
6482,0,0,0,1
6504,0,0,0,1
6521,0,0,0,1
6523,0,0,0,1
6524,0,0,0,1
6526,0,0,0,1
6527,0,0,0,1
6528,0,0,0,1
6530,0,0,0,1
6534,0,0,0,1
6535,0,0,0,1
6536,0,0,0,1
6537,24,24,0,1
6539,0,0,0,1
6541,0,0,0,10
6542,0,0,0,10
6543,0,0,0,16
6575,0,0,0,1
6576,0,0,0,10
6613,0,0,0,8
6614,0,0,0,8
6632,0,0,0,8
6633,0,0,0,8
6634,0,0,0,1
6639,0,0,0,1
6640,0,0,0,1
6644,0,0,0,1
6655,0,0,0,1
6656,0,0,0,2
6661,0,0,0,1
6662,40,40,0,1
6663,0,0,0,1
6665,0,0,0,1
6666,0,0,0,1
6667,0,0,0,1
6669,0,0,0,1
6671,0,0,0,1
6672,0,0,0,1
6673,0,0,0,1
6674,0,0,0,6
6675,240,40,40,6
6676,0,0,0,87
6677,50536,0,11104,3033
6678,0,0,0,131
6679,0,0,0,16
6680,0,0,0,24
6681,0,0,0,20
6682,0,0,0,4
6683,0,0,0,16
6684,0,0,0,32
6685,0,0,0,4
6686,1464,0,104,28
6687,0,0,0,4
6688,0,0,0,20
6689,640,32,32,20
6690,0,0,0,6
6691,1616,0,304,10
6692,0,0,0,4
6693,0,0,0,4
6694,0,0,0,1
6695,504,504,0,1
6697,0,0,0,1
6699,0,0,0,5944
6700,0,0,0,1
6704,0,0,0,6314
6705,0,0,0,6314
6706,11456,0,64,54290
6707,1584,0,88,12635
6708,0,0,0,11
6709,0,0,0,5
6710,0,0,0,12552
6711,0,0,0,12552
6713,0,0,0,15
6719,176,0,88,12526
6720,0,0,0,8
6726,0,0,0,23582
6727,240,48,48,5
6728,0,0,0,6
6744,0,0,0,6
6745,0,0,0,6
6747,4576,0,88,138
6754,1472,184,184,8
6755,0,0,0,6
6758,0,0,0,12635
6762,0,0,0,23573
6788,0,0,0,25226
6789,0,0,0,1
6790,80,80,0,1
6791,0,0,0,2
6792,0,0,0,2
6793,0,0,0,1
6798,0,0,0,1
6799,0,0,0,1
6800,0,0,0,1
6801,0,0,0,1
6803,0,0,0,1
6807,0,0,0,1
6808,0,0,0,1
6809,0,0,0,3
6810,0,0,0,2
6815,0,0,0,1
6816,0,0,0,3
6817,0,0,0,1
6818,0,0,0,2
6819,0,0,0,1
6820,0,0,0,1
6821,0,0,0,1
6822,0,0,0,1
6823,0,0,0,1
6824,0,0,0,1
6825,0,0,0,1
6826,0,0,0,1
6827,0,0,0,1
6828,0,0,0,1
6829,0,0,0,1
6832,0,0,0,1
6833,0,0,0,23
6834,0,0,0,1
6836,0,0,0,2636
6837,0,0,0,62
6840,136624,0,19640,241
6848,0,0,0,6
6849,0,0,0,16
6853,27432,0,9144,107
6854,0,0,0,261
6856,76632,0,12864,14
6870,0,0,0,23
6872,0,0,0,45
6876,0,0,0,45
6880,0,0,0,45
6882,0,0,0,23
6884,0,0,0,45
6886,0,0,0,11
6891,0,0,0,11
6908,0,0,0,23
6917,0,0,0,23
6918,0,0,0,12
6919,0,0,0,12
6921,0,0,0,1
6924,0,0,0,1
6925,0,0,0,1
6926,0,0,0,1
6927,0,0,0,1
6928,0,0,0,1
6931,0,0,0,1
6932,0,0,0,1
6933,0,0,0,1
6934,0,0,0,1
6936,0,0,0,1
6939,0,0,0,1
6940,0,0,0,1
6941,0,0,0,1
6954,0,0,0,2
6959,0,0,0,45
6961,0,0,0,1
6962,0,0,0,1
6967,0,0,0,34
6969,0,0,0,3
6971,0,0,0,48
6972,0,0,0,48
6973,2688,0,64,794
6974,0,0,0,1
6975,0,0,0,17
6980,0,0,0,9
6982,0,0,0,9
6983,0,0,0,17
6985,0,0,0,9
6989,0,0,0,3
6990,0,0,0,1
6994,0,0,0,96
6995,0,0,0,3
6996,0,0,0,958
7000,0,0,0,1229
7003,0,0,0,5
7009,0,0,0,9
7020,0,0,0,17
7022,0,0,0,1
7023,0,0,0,1
7024,0,0,0,1
7025,0,0,0,1
7026,0,0,0,1
7028,0,0,0,1
7029,0,0,0,1
7031,0,0,0,1
7032,0,0,0,1
7034,0,0,0,1
7035,0,0,0,1
7036,0,0,0,1
7038,0,0,0,2
7039,0,0,0,1
7040,0,0,0,23
7041,1472,40,336,23
7042,0,0,0,51
7043,4672,40,344,51
7044,0,0,0,22
7045,1264,1264,0,1
7048,0,0,0,22
7049,0,0,0,21
7061,0,0,0,56
7066,0,0,0,1
7067,0,0,0,22
7068,1056,48,48,22
7069,0,0,0,44
7070,0,0,0,22
7077,0,0,0,1
7078,0,0,0,40
7080,0,0,0,22
7082,0,0,0,26
7083,0,0,0,18
7084,0,0,0,1
7087,0,0,0,4
7090,0,0,0,4
7091,0,0,0,4
7093,0,0,0,22
7103,0,0,0,1
7104,0,0,0,22
7108,0,0,0,1
7109,0,0,0,181
7110,0,0,0,180
7111,0,0,0,180
7112,0,0,0,1
7113,80,0,80,181
7114,0,0,0,180
7115,0,0,0,180
7116,0,0,0,23588
7117,504,56,56,9
7118,1338056,0,18176,28747
7120,0,0,0,5178
7122,0,0,0,6
7126,0,0,0,1
7127,0,0,0,1
7129,0,0,0,1
7130,0,0,0,1
7131,0,0,0,1
7132,0,0,0,1
7133,0,0,0,1
7134,0,0,0,1
7136,0,0,0,1
7137,0,0,0,1
7138,0,0,0,1
7139,0,0,0,1
7140,0,0,0,1
7141,0,0,0,1
7142,10912,10912,0,1
7145,0,0,0,7
7146,0,0,0,2
7147,0,0,0,3
7149,0,0,0,1
7150,0,0,0,6
7151,0,0,0,1
7152,0,0,0,53
7153,0,0,0,51
7154,0,0,0,5
7160,0,0,0,1
7162,0,0,0,2
7168,0,0,0,1
7169,0,0,0,1
7171,0,0,0,1
7173,0,0,0,1
7174,0,0,0,1277
7175,0,0,0,2
7176,0,0,0,2
7178,0,0,0,2
7179,0,0,0,2
7182,0,0,0,1628
7183,0,0,0,1
7184,0,0,0,52
7185,0,0,0,4
7187,12048,0,264,1572
7189,21336,21336,0,1
7190,0,0,0,52
7191,0,0,0,51
7192,0,0,0,51
7193,0,0,0,47
7194,0,0,0,103
7195,0,0,0,716
7196,0,0,0,256
7197,0,0,0,51
7198,0,0,0,1
7201,0,0,0,5
7208,0,0,0,1
7213,0,0,0,1
7215,0,0,0,1
7216,0,0,0,1
7217,0,0,0,1
7218,0,0,0,1
7219,0,0,0,1
7220,0,0,0,3
7221,0,0,0,7
7225,0,0,0,17
7226,0,0,0,6
7231,0,0,0,6
7232,0,0,0,6
7233,0,0,0,1
7234,0,0,0,1
7235,0,0,0,7
7236,0,0,0,3
7238,0,0,0,2
7239,0,0,0,2
7240,0,0,0,5
7241,0,0,0,2
7242,0,0,0,2
7243,0,0,0,5
7245,0,0,0,5
7247,0,0,0,5
7248,0,0,0,5
7255,0,0,0,1
7256,0,0,0,6
7257,0,0,0,1
7258,0,0,0,72
7259,0,0,0,1
7265,0,0,0,21
7266,13200,0,13200,12
7268,0,0,0,44
7269,0,0,0,6
7270,50680,50680,0,1
7271,0,0,0,1
7272,0,0,0,4
7273,0,0,0,1
7274,0,0,0,3
7275,0,0,0,6
7276,0,0,0,17
7277,0,0,0,6
7279,0,0,0,1
7280,0,0,0,1
7281,0,0,0,7
7282,0,0,0,7
7283,0,0,0,1
7284,0,0,0,44
7287,0,0,0,6
7288,0,0,0,1
7289,0,0,0,1
7290,0,0,0,1
7291,0,0,0,1
7298,15472,72,536,136
7301,0,0,0,101
7305,0,0,0,1
7312,0,0,0,3
7313,0,0,0,516
7314,0,0,0,2629
7315,0,0,0,2692
7318,0,0,0,149
7319,0,0,0,149
7320,0,0,0,149
7321,0,0,0,149
7322,0,0,0,212
7323,0,0,0,1
7329,0,0,0,1
7331,0,0,0,1
7341,0,0,0,67
7346,0,0,0,22
7347,0,0,0,316
7352,0,0,0,22
7357,0,0,0,107
7358,0,0,0,107
7359,0,0,0,316
7361,0,0,0,14
7364,0,0,0,22
7366,0,0,0,1
7368,0,0,0,22
7369,0,0,0,22
7371,0,0,0,43
7372,0,0,0,315
7374,0,0,0,18
7376,0,0,0,11
7377,0,0,0,1
7378,0,0,0,14
7379,0,0,0,14
7381,0,0,0,14
7383,0,0,0,89
7392,0,0,0,89
7394,0,0,0,89
7396,0,0,0,89
7397,0,0,0,1
7398,0,0,0,22
7399,0,0,0,22
7400,0,0,0,22
7402,0,0,0,22
7403,0,0,0,22
7405,0,0,0,22
7406,0,0,0,22
7408,0,0,0,22
7409,0,0,0,22
7412,0,0,0,343
7415,0,0,0,15
7416,0,0,0,15
7423,360,360,0,1
7424,0,0,0,14
7428,0,0,0,1
7439,0,0,0,5
7440,0,0,0,5
7441,0,0,0,58
7442,0,0,0,148
7443,0,0,0,52
7444,0,0,0,39
7445,0,0,0,33
7446,0,0,0,25
7447,0,0,0,23
7448,0,0,0,7
7449,0,0,0,4
7450,0,0,0,4
7451,0,0,0,2
7452,0,0,0,2
7453,0,0,0,1
7454,0,0,0,47
7455,0,0,0,102
7456,0,0,0,729
7457,0,0,0,15
7462,0,0,0,1
7468,0,0,0,149
7469,0,0,0,137
7470,0,0,0,12
7471,0,0,0,729
7472,0,0,0,2865
7475,0,0,0,904
7476,648,648,0,1
7484,0,0,0,1
7486,0,0,0,149
7488,0,0,0,149
7490,0,0,0,227
7511,0,0,0,227
7512,31200,0,416,414
7514,0,0,0,8358
7515,0,0,0,4179
7516,9784,0,9784,4179
7517,0,0,0,8358
7531,0,0,0,1
7533,0,0,0,3
7535,0,0,0,1
7541,96,0,48,44
7551,0,0,0,6
7559,0,0,0,18
7562,0,0,0,18
7568,0,0,0,102
7582,0,0,0,3
7583,0,0,0,17
7584,0,0,0,49
7586,0,0,0,3
7591,0,0,0,17
7592,0,0,0,5
7593,0,0,0,5
7594,0,0,0,5
7595,0,0,0,1892
7598,0,0,0,1
7599,0,0,0,1
7600,0,0,0,1
7601,0,0,0,2
7602,0,0,0,16
7620,0,0,0,4
7621,0,0,0,5
7624,0,0,0,4
7625,0,0,0,4
7626,0,0,0,10
7627,48,0,48,25
7628,0,0,0,10
7630,0,0,0,10
7631,0,0,0,85
7632,0,0,0,11
7633,0,0,0,2
7634,0,0,0,2
7635,0,0,0,4
7636,0,0,0,2
7637,0,0,0,2
7639,0,0,0,3
7640,0,0,0,354
7643,0,0,0,1598
7644,0,0,0,4
7647,0,0,0,1546
7649,0,0,0,52
7656,2144,536,536,4
7657,0,0,0,1
7659,0,0,0,1521
7661,0,0,0,52
7662,0,0,0,47
7665,0,0,0,1521
7671,0,0,0,9
7672,120,0,120,6
7674,56776,0,29392,34
7675,2752,0,688,21
7676,0,0,0,4
7678,0,0,0,1
7679,0,0,0,1
7680,24,24,0,1
7681,0,0,0,10
7682,0,0,0,150
7683,0,0,0,5
7684,0,0,0,40
7685,0,0,0,40
7686,0,0,0,1
7687,0,0,0,10
7690,0,0,0,5
7691,520,104,104,5
7692,0,0,0,5
7696,0,0,0,5
7697,64,0,0,5
7701,0,0,0,1
7702,0,0,0,1
7704,0,0,0,1
7705,0,0,0,17
7706,0,0,0,1
7707,5376,5376,0,1
7708,0,0,0,1
7709,0,0,0,1
7712,0,0,0,1
7713,0,0,0,1
7717,0,0,0,305
7718,0,0,0,306
7719,0,0,0,1
7720,0,0,0,1
7722,184,184,0,1
7724,0,0,0,1
7725,0,0,0,1
7727,0,0,0,1
7728,0,0,0,3
7730,0,0,0,3
7731,0,0,0,1
7746,0,0,0,52
7747,0,0,0,44
7748,8352,0,288,44
7749,0,0,0,1
7750,0,0,0,58
7757,0,0,0,2589
7764,0,0,0,52
7765,0,0,0,104
7766,0,0,0,104
7768,0,0,0,81
7769,0,0,0,1
7770,0,0,0,52
7771,0,0,0,52
7782,0,0,0,1
7784,0,0,0,1
7786,0,0,0,104
7787,0,0,0,1
7788,0,0,0,8
7789,0,0,0,8
7790,1056,0,216,8
7791,0,0,0,2
7796,0,0,0,81
7798,0,0,0,1
7801,0,0,0,8
7803,0,0,0,8
7804,0,0,0,254
7806,0,0,0,254
7807,0,0,0,8
7808,0,0,0,1
7809,0,0,0,23
7813,0,0,0,23
7822,0,0,0,23
7823,0,0,0,23
7831,0,0,0,23
7833,0,0,0,7
7834,0,0,0,7
7837,240,240,0,1
7843,0,0,0,29
7844,0,0,0,29
7845,0,0,0,1
7847,0,0,0,29
7848,0,0,0,1
7849,0,0,0,1
7850,48,48,0,1
7851,0,0,0,4
7852,0,0,0,3
7855,0,0,0,1
7858,0,0,0,1
