"methodId","total_garbage","minimum","maximum","number_times"
7867,0,0,0,1
7868,0,0,0,1
7870,0,0,0,18
7871,0,0,0,1
7872,0,0,0,2
7874,0,0,0,22
7875,0,0,0,2
7880,0,0,0,1
7883,0,0,0,1
7886,0,0,0,8
7889,0,0,0,1
7892,0,0,0,1
7895,0,0,0,1
7898,0,0,0,1
7901,0,0,0,1
7905,0,0,0,44360
7912,0,0,0,2021
7915,0,0,0,2384
7916,0,0,0,15
7918,0,0,0,44
7920,0,0,0,1
7921,0,0,0,28
7923,0,0,0,2732
7924,175776,0,56,5296
7927,0,0,0,1
7928,0,0,0,44366
7933,0,0,0,16829
7934,0,0,0,15401
7935,0,0,0,10120
7936,138448,0,56,8692
7944,0,0,0,1977
7949,0,0,0,29
7950,168,0,56,15
7951,1888,0,56,45
7953,76064,0,56,1938
7964,2208,0,2208,8869
7965,0,0,0,7843
7966,0,0,0,20369
7967,9480,0,40,21924
7968,0,0,0,19776
7969,142080,0,40,22718
7970,0,0,0,2439
7971,0,0,0,7843
7972,0,0,0,3508
7973,0,0,0,6885
7975,40,0,40,2126
7979,0,0,0,1
7982,0,0,0,1
7986,0,0,0,1
7989,0,0,0,1
7992,0,0,0,1
7995,0,0,0,1
7998,0,0,0,1
8001,0,0,0,1
8004,0,0,0,1
8007,0,0,0,1
8010,0,0,0,1
8013,0,0,0,4
8014,0,0,0,1
8015,0,0,0,2
8017,0,0,0,1
8020,0,0,0,1
8023,0,0,0,1
8034,0,0,0,1
8037,0,0,0,1
8040,0,0,0,1
8041,0,0,0,1
8043,0,0,0,1
8048,0,0,0,2
8049,0,0,0,1
8050,0,0,0,1
8052,0,0,0,1
8075,0,0,0,1
8077,0,0,0,1
8097,0,0,0,1
8098,0,0,0,1
8100,520,520,0,1
8101,0,0,0,1
8102,0,0,0,1
8104,0,0,0,1
8105,0,0,0,3
8106,0,0,0,3
8107,0,0,0,3
8108,0,0,0,3
8109,0,0,0,1
8111,0,0,0,1
8112,280,0,280,2
8119,0,0,0,1
8134,0,0,0,1
8166,0,0,0,1
8169,0,0,0,3
8171,0,0,0,6
8173,0,0,0,3
8174,0,0,0,3
8177,0,0,0,3
8178,0,0,0,3
8179,0,0,0,3
8187,0,0,0,1
8188,0,0,0,3
8189,0,0,0,3
8190,0,0,0,3
8191,0,0,0,3
8192,0,0,0,1
8193,0,0,0,1
8194,0,0,0,3
8198,0,0,0,1
8199,0,0,0,1
8200,0,0,0,1
8201,0,0,0,3
8202,0,0,0,3
8203,608,0,304,3
8204,0,0,0,3
8205,0,0,0,3
8206,0,0,0,3
8207,0,0,0,3
8208,0,0,0,1
8209,0,0,0,1
8210,0,0,0,3
8213,0,0,0,1
8214,0,0,0,1
8215,0,0,0,1
8216,0,0,0,3
8219,0,0,0,1
8223,0,0,0,1
8240,0,0,0,24
8242,0,0,0,9
8243,0,0,0,20
8244,0,0,0,4
8245,0,0,0,12
8246,0,0,0,1
8247,0,0,0,4
8382,0,0,0,3
8384,0,0,0,3
8385,18658864,2083672,0,3
8388,0,0,0,3
8389,0,0,0,2383
8391,0,0,0,212
8392,0,0,0,3
8393,0,0,0,3
8394,0,0,0,457
8398,0,0,0,3140
8400,0,0,0,46
8401,0,0,0,3
8407,0,0,0,22
8409,0,0,0,6
8410,0,0,0,3
8411,0,0,0,4060
8412,0,0,0,2368
8420,0,0,0,4725
8424,0,0,0,15
8425,0,0,0,15
8426,0,0,0,15
8427,0,0,0,8
8428,0,0,0,5
8430,264,0,88,5
8436,0,0,0,2925
8437,0,0,0,2928
8438,0,0,0,201
8439,0,0,0,201
8447,0,0,0,3
8451,0,0,0,3
8452,0,0,0,3
8456,0,0,0,1
8462,0,0,0,4
8463,0,0,0,4
8473,0,0,0,3
8474,0,0,0,3
8475,0,0,0,3
8476,0,0,0,1
8510,0,0,0,4
8512,0,0,0,1
8514,0,0,0,3
8541,0,0,0,1
8548,0,0,0,1
8550,0,0,0,1
8554,0,0,0,1
8555,0,0,0,4
8556,0,0,0,289
8557,0,0,0,40
8558,0,0,0,36
8560,0,0,0,3
8561,0,0,0,4
8562,0,0,0,1
8569,0,0,0,3
8570,0,0,0,253
8571,0,0,0,3
8572,0,0,0,1
8573,0,0,0,3
8574,0,0,0,3
8575,0,0,0,3
8576,0,0,0,3
8579,0,0,0,1
8581,0,0,0,1
8590,0,0,0,3
8596,80,0,0,253
8598,0,0,0,3
8599,0,0,0,3
8600,0,0,0,3
8613,0,0,0,6
8617,0,0,0,5
8618,0,0,0,5
8622,0,0,0,3
8632,0,0,0,3
8633,0,0,0,3
8634,0,0,0,3
8642,0,0,0,1
8645,0,0,0,10
8646,0,0,0,1
8647,0,0,0,1
8648,0,0,0,3
8651,0,0,0,3
8656,0,0,0,2821
8658,0,0,0,1
8659,0,0,0,1
8664,0,0,0,11
8667,0,0,0,3
8671,0,0,0,1
8672,0,0,0,1
8673,0,0,0,15
8674,0,0,0,1
8678,0,0,0,2
8686,0,0,0,54681
8687,0,0,0,8821
8688,0,0,0,11971
8690,0,0,0,54577
8691,0,0,0,3
8693,0,0,0,3
8694,0,0,0,3
8695,0,0,0,2821
8696,0,0,0,1
8701,0,0,0,2389
8702,0,0,0,350
8705,96,0,32,6
8707,0,0,0,3
8711,0,0,0,3
8712,0,0,0,3
8713,0,0,0,3
8715,0,0,0,1
8716,384,0,384,2383
8717,0,0,0,88107
8718,0,0,0,2383
8719,0,0,0,6000
8720,0,0,0,2
8722,0,0,0,1
8725,0,0,0,3
8727,0,0,0,2
8728,0,0,0,2
8729,2232,384,488,5
8730,152,0,152,6300
8731,0,0,0,4751
8732,0,0,0,4751
8733,0,0,0,4751
8734,0,0,0,2368
8736,0,0,0,3
8749,0,0,0,1
8751,0,0,0,3
8753,0,0,0,3
8754,0,0,0,3
8755,0,0,0,1
8765,0,0,0,14
8769,0,0,0,2867
8770,0,0,0,117
8771,0,0,0,2
8775,1616,112,784,5
8776,0,0,0,117
8777,0,0,0,1
8780,0,0,0,1
8782,0,0,0,1
8784,0,0,0,1
8786,0,0,0,1
8788,0,0,0,1
8790,0,0,0,1
8792,0,0,0,1
8794,0,0,0,1
8796,0,0,0,1
8798,0,0,0,1
8800,0,0,0,1
8802,0,0,0,1
8804,0,0,0,1
8805,0,0,0,2
8806,0,0,0,1
8808,0,0,0,1
8809,0,0,0,6
8810,0,0,0,1
8812,0,0,0,1
8814,0,0,0,1
8815,0,0,0,1
8816,0,0,0,1
8817,0,0,0,1
8818,0,0,0,1
8820,0,0,0,1
8822,0,0,0,1
8824,0,0,0,1
8826,0,0,0,1
8828,0,0,0,1
8829,0,0,0,1
8830,0,0,0,1
8832,0,0,0,1
8834,0,0,0,1
8836,0,0,0,1
8837,0,0,0,1
8838,0,0,0,1
8840,0,0,0,1
8842,0,0,0,1
8844,0,0,0,1
8845,0,0,0,1
8846,0,0,0,1
8847,0,0,0,1
8848,0,0,0,1
8850,0,0,0,1
8852,0,0,0,1
8854,0,0,0,1
8856,0,0,0,1
8858,0,0,0,1
8859,0,0,0,1
8860,0,0,0,1
8861,0,0,0,4
8862,0,0,0,1
8863,0,0,0,4
8864,0,0,0,1
8866,0,0,0,1
8868,0,0,0,1
8870,0,0,0,1
8872,0,0,0,1
8874,0,0,0,1
8875,0,0,0,197
8876,0,0,0,1
8877,0,0,0,167
8878,0,0,0,1
8880,0,0,0,1
8882,0,0,0,1
8883,0,0,0,5
8884,0,0,0,1
8886,0,0,0,1
8888,0,0,0,1
8890,0,0,0,1
8892,0,0,0,1
8894,0,0,0,1
8895,0,0,0,4
8896,0,0,0,1
8898,0,0,0,1
8899,0,0,0,2037
8900,0,0,0,1
8902,0,0,0,1
8904,0,0,0,1
8906,0,0,0,1
8908,0,0,0,1
8909,0,0,0,28
8910,0,0,0,1
8912,0,0,0,1
8913,0,0,0,1
8914,0,0,0,1
8916,0,0,0,1
8917,0,0,0,2
8918,0,0,0,1
8919,0,0,0,5
8920,0,0,0,1
8921,0,0,0,46
8922,0,0,0,1
8924,0,0,0,1
8925,0,0,0,285
8926,0,0,0,1
8927,0,0,0,21
8928,0,0,0,1
8930,0,0,0,1
8932,0,0,0,1
8934,0,0,0,1
8936,0,0,0,1
8938,0,0,0,1
8947,0,0,0,5
8948,0,0,0,1
8949,0,0,0,12
8950,0,0,0,8
8951,360,0,360,34680
8952,0,0,0,21
8953,0,0,0,34562
8956,0,0,0,118
8957,65952,0,16488,118
8963,61288,11192,25048,3
8964,0,0,0,1
8965,0,0,0,1
8966,0,0,0,1
8971,0,0,0,1
8972,0,0,0,1
8974,0,0,0,2829
8975,80,0,80,2829
8976,0,0,0,23
8978,0,0,0,12640
8979,0,0,0,5698
8984,1672,152,152,11
8985,0,0,0,18338
8986,0,0,0,12819
8990,0,0,0,5133
8991,0,0,0,1
8993,0,0,0,1
8995,0,0,0,1
8997,0,0,0,1
8999,0,0,0,1
9001,0,0,0,1
9003,0,0,0,1
9005,0,0,0,1
9007,0,0,0,1
9009,0,0,0,1
9012,0,0,0,4
9057,0,0,0,1
9058,0,0,0,1
9060,0,0,0,1
9061,0,0,0,1
9062,0,0,0,63
9063,11392,0,9976,420063
9064,0,0,0,70877
9068,0,0,0,1
9074,0,0,0,3
9076,0,0,0,3
9078,0,0,0,3
9080,0,0,0,3
9082,0,0,0,3
9084,0,0,0,3
9087,0,0,0,3
9094,0,0,0,6
9102,0,0,0,7
9103,0,0,0,6
9105,0,0,0,3
9107,0,0,0,1
9108,0,0,0,3
9109,0,0,0,3
9113,0,0,0,3
9116,36688,5232,19056,3
9119,0,0,0,3
9120,0,0,0,3
9121,0,0,0,3
9122,0,0,0,1
9123,0,0,0,3
9124,0,0,0,3
9132,0,0,0,3
9133,11512,3608,3952,3
9135,0,0,0,3
9136,0,0,0,6
9143,0,0,0,3
9144,0,0,0,2821
9145,0,0,0,2821
9146,0,0,0,5678
9147,0,0,0,9436
9148,0,0,0,141
9150,0,0,0,3
9151,0,0,0,3
9152,0,0,0,22
9153,0,0,0,22
9154,0,0,0,3
9155,0,0,0,3
9156,0,0,0,27
9157,0,0,0,1
9158,0,0,0,7
9164,0,0,0,3
9165,0,0,0,10
9166,0,0,0,10
9213,0,0,0,6
9227,0,0,0,6
9240,0,0,0,5
9241,0,0,0,10
9243,0,0,0,10
9249,0,0,0,3
9250,0,0,0,1
9251,0,0,0,1
9255,0,0,0,3
9256,0,0,0,3
9272,1128,176,376,4
9273,0,0,0,1
9274,0,0,0,1
9275,0,0,0,1
9277,0,0,0,1
9280,0,0,0,1
9281,0,0,0,2
9282,0,0,0,3
9284,0,0,0,1
9285,0,0,0,1
9286,0,0,0,3
9287,120,40,40,3
9288,0,0,0,2
9289,64,32,32,2
9290,0,0,0,1
9291,296,296,0,1
9292,0,0,0,1
9293,48,48,0,1
9294,0,0,0,1
9295,0,0,0,3
9299,0,0,0,3
9319,0,0,0,3
9320,0,0,0,3
9322,144,48,48,3
9329,0,0,0,71
9331,0,0,0,72
9332,0,0,0,70
9333,0,0,0,2
9335,0,0,0,49
9336,0,0,0,1
9337,0,0,0,20
9338,0,0,0,1
9340,2040,0,792,12
9342,0,0,0,45
9346,368,0,368,21
9349,2832,0,192,35
9350,1248,0,416,18
9351,1200,0,240,20
9352,0,0,0,3
9359,0,0,0,3
9360,0,0,0,5
9362,480,0,240,3
9365,6240,416,416,15
9366,0,0,0,70
9367,0,0,0,49
9368,0,0,0,20
9369,0,0,0,21
9370,0,0,0,1
9374,0,0,0,1
9375,0,0,0,1
9377,0,0,0,70
9378,0,0,0,70
9381,0,0,0,21
9382,0,0,0,3
9383,0,0,0,4
9385,0,0,0,1
9386,0,0,0,1
9389,0,0,0,8
9391,0,0,0,71
9392,0,0,0,11
9393,0,0,0,45
9395,0,0,0,3
9402,0,0,0,8
9403,0,0,0,3
9404,0,0,0,11
9405,0,0,0,43
9406,0,0,0,15
9407,0,0,0,23
9408,0,0,0,1
9417,0,0,0,1
9432,0,0,0,1
9452,0,0,0,1
9453,0,0,0,8
9458,0,0,0,8
9464,0,0,0,1
9465,0,0,0,1
9466,0,0,0,8
9472,0,0,0,3
9473,0,0,0,3
9476,0,0,0,3
9478,0,0,0,3
9479,0,0,0,6
9481,0,0,0,3
9482,0,0,0,3
9483,0,0,0,6
9513,0,0,0,3
9514,0,0,0,3
9515,0,0,0,15
9516,0,0,0,3
9517,0,0,0,3
9518,0,0,0,3
9520,0,0,0,3
9522,0,0,0,3
9524,0,0,0,3
9527,0,0,0,3
9528,0,0,0,15
9529,0,0,0,3
9530,0,0,0,3
9531,0,0,0,3
9532,0,0,0,3
9533,0,0,0,3
9534,0,0,0,3
9535,0,0,0,3
9536,0,0,0,3
9540,0,0,0,3
9545,0,0,0,3
9546,0,0,0,6
9547,0,0,0,15
9548,0,0,0,3
9549,0,0,0,3
9550,0,0,0,3
9551,0,0,0,36
9552,0,0,0,146
9553,0,0,0,5430
9554,0,0,0,8993
9556,0,0,0,8251
9557,0,0,0,5387
9559,0,0,0,12
9560,0,0,0,3
9561,0,0,0,65
9562,0,0,0,38
9563,0,0,0,3
9564,0,0,0,9
9565,0,0,0,3
9566,0,0,0,9
9567,0,0,0,9
9568,0,0,0,3
9569,0,0,0,6
9570,0,0,0,3
9572,0,0,0,3563
9573,0,0,0,5385
9574,0,0,0,11040
9575,0,0,0,2821
9577,0,0,0,5
9578,0,0,0,754
9579,0,0,0,6
9580,0,0,0,3
9581,0,0,0,12
9582,0,0,0,3
9583,0,0,0,3
9584,0,0,0,15
9586,0,0,0,3
9587,0,0,0,3
9589,0,0,0,43
9590,0,0,0,21
9591,0,0,0,21
9592,2640,120,120,22
9593,0,0,0,6
9595,0,0,0,3
9597,0,0,0,3
9598,0,0,0,3
9600,0,0,0,3
9601,0,0,0,3
9603,0,0,0,409071
9604,0,0,0,859
9605,0,0,0,67
9606,0,0,0,9
9607,0,0,0,8263
9608,0,0,0,22
9609,0,0,0,3
9616,0,0,0,1
9630,0,0,0,1
9631,144,144,0,1
9639,0,0,0,1
9640,0,0,0,1
9646,0,0,0,18
9647,0,0,0,15
9648,0,0,0,3
9649,0,0,0,3
9650,0,0,0,3
9652,0,0,0,2826
9655,0,0,0,10803
9657,0,0,0,5395
9663,0,0,0,5391
9664,240,0,48,2609
9666,0,0,0,5385
9669,0,0,0,23
9670,0,0,0,23
9674,672,0,224,5385
9688,0,0,0,3
9689,0,0,0,2609
9690,0,0,0,5385
9694,0,0,0,5
9700,0,0,0,1
9708,0,0,0,3
9709,0,0,0,6
9712,0,0,0,1
9713,0,0,0,12
9714,0,0,0,3
9715,4536,0,1008,21
9716,0,0,0,5
9717,0,0,0,5
9718,0,0,0,15
9719,0,0,0,10
9720,0,0,0,2888
9723,0,0,0,24
9728,0,0,0,24
9729,0,0,0,3
9739,0,0,0,3
9741,11600,0,112,8251
9742,0,0,0,133
9743,0,0,0,8122
9744,0,0,0,3
9745,0,0,0,3
9746,0,0,0,2821
9747,0,0,0,2821
9748,0,0,0,10
9749,0,0,0,11040
9754,0,0,0,2821
9758,0,0,0,2816
9759,0,0,0,1
9761,0,0,0,19
9762,10752,0,672,2821
9763,19360,0,5856,2821
9764,0,0,0,13
9765,0,0,0,11040
9768,0,0,0,2821
9770,0,0,0,24
9771,0,0,0,28
9772,0,0,0,28
9773,0,0,0,5942
9774,0,0,0,3
9778,0,0,0,6
9779,0,0,0,22
9780,0,0,0,28
9781,0,0,0,25
9782,0,0,0,8603
9783,0,0,0,2
9784,0,0,0,29181
9785,0,0,0,409509
9786,0,0,0,31544
9787,0,0,0,899
9788,0,0,0,19779
9789,0,0,0,3163
9790,0,0,0,3
9792,0,0,0,37
9793,0,0,0,914
9794,0,0,0,6
9797,0,0,0,2821
9800,0,0,0,2821
9802,0,0,0,177
9803,0,0,0,34
9805,0,0,0,1
9808,0,0,0,3
9809,0,0,0,3
9811,0,0,0,2
9812,0,0,0,3
9813,0,0,0,3
9814,0,0,0,3
9815,0,0,0,71
9822,344,0,120,6
9823,0,0,0,1
9824,0,0,0,1
9825,0,0,0,3
9826,0,0,0,3
9828,24648,0,8216,6
9831,0,0,0,2
9832,0,0,0,68
9833,0,0,0,3
9834,0,0,0,2821
9835,1840,0,368,2821
9836,0,0,0,19
9837,0,0,0,2854
9838,0,0,0,8
9840,0,0,0,10699
9841,0,0,0,29181
9843,0,0,0,78
9844,0,0,0,8993
9845,0,0,0,1
9846,0,0,0,29181
9848,0,0,0,8039
9849,0,0,0,3
9850,0,0,0,6
9851,0,0,0,20
9852,0,0,0,20
9863,0,0,0,9393
9864,0,0,0,12364
9866,0,0,0,3
9873,0,0,0,12
9874,0,0,0,20
9875,0,0,0,3
9876,0,0,0,3
9877,1680,560,560,3
9880,11576,0,11576,8685
9881,0,0,0,27
9882,0,0,0,3
9886,0,0,0,5534
9887,0,0,0,2821
9888,0,0,0,6
9890,0,0,0,5534
9892,0,0,0,3
9893,0,0,0,12493
9898,0,0,0,3
9900,0,0,0,23
9907,0,0,0,3
9908,0,0,0,9
9909,0,0,0,57472
9915,0,0,0,3
9916,0,0,0,3
9921,0,0,0,37341
9922,0,0,0,2
9924,0,0,0,2843
9927,0,0,0,8
9928,0,0,0,42
9933,0,0,0,15
9934,0,0,0,15
9935,0,0,0,30
9937,0,0,0,43
9939,0,0,0,26152
9941,0,0,0,52307
9942,0,0,0,3
9948,0,0,0,5
9949,0,0,0,72
9954,0,0,0,23
9958,0,0,0,3
9960,0,0,0,3
9961,0,0,0,5691
9963,0,0,0,23
9977,0,0,0,65863
9998,0,0,0,8358
10000,0,0,0,163794
10002,0,0,0,20
10004,0,0,0,5
10005,0,0,0,11516
10007,0,0,0,978
10009,0,0,0,3
10013,0,0,0,23
10017,0,0,0,5997
10018,0,0,0,11536
10019,0,0,0,5
10020,0,0,0,11536
10021,0,0,0,17073
10027,0,0,0,2973
10030,0,0,0,6352
10038,0,0,0,80186
10039,0,0,0,16131
10046,0,0,0,990
10048,0,0,0,14298
10050,0,0,0,324
10053,0,0,0,23
10054,0,0,0,5
10071,0,0,0,2
10073,0,0,0,12
10079,0,0,0,2
10082,0,0,0,8715
10083,0,0,0,51633
10090,0,0,0,54581
10093,0,0,0,5642
10096,0,0,0,5639
10101,0,0,0,1
10106,0,0,0,1
10204,0,0,0,5534
10205,0,0,0,5534
10206,0,0,0,21291
10208,72,0,0,142089
10209,0,0,0,5539
10212,0,0,0,5698
10213,0,0,0,130767
10214,0,0,0,5539
10215,0,0,0,5539
10218,0,0,0,5544
10220,0,0,0,5539
10221,0,0,0,5
10226,0,0,0,5539
10227,0,0,0,5544
10228,0,0,0,2821
10230,0,0,0,27756
10232,0,0,0,2609
10241,0,0,0,226
10242,0,0,0,11888
10243,72,0,72,148291
10244,1400,0,280,5385
10246,0,0,0,9525
10254,0,0,0,5974
10256,0,0,0,5974
10262,0,0,0,5974
10263,0,0,0,5544
10267,0,0,0,2821
10268,0,0,0,71288
10269,0,0,0,2821
10270,0,0,0,2838
10271,0,0,0,17
10272,0,0,0,2411
10273,0,0,0,11438
10288,0,0,0,1
10291,0,0,0,3
10295,0,0,0,54581
10298,0,0,0,5642
10301,0,0,0,5639
10306,0,0,0,1
10309,0,0,0,3
10310,0,0,0,4973
10317,0,0,0,5534
10320,0,0,0,17276
10321,0,0,0,3145
10324,72,72,0,1
10341,0,0,0,1
10343,0,0,0,5
10345,0,0,0,5
10346,80,0,0,77
10347,0,0,0,2
10348,0,0,0,2
10349,0,0,0,5
10350,0,0,0,5
10414,0,0,0,5
10417,0,0,0,1
10419,0,0,0,2813
10421,0,0,0,2813
10422,0,0,0,2383
10423,0,0,0,88121
10424,1668664,0,1288,5196
10426,5147648,0,5147648,145415
10427,0,0,0,1
10429,0,0,0,2383
10441,0,0,0,1
10443,0,0,0,2821
10451,0,0,0,31414
10452,128,0,0,25986
10453,0,0,0,2821
10454,0,0,0,106
10455,0,0,0,4739
10456,0,0,0,8
10458,0,0,0,8795
10461,0,0,0,2606
10462,0,0,0,2638
10463,0,0,0,2852
10464,0,0,0,15
10466,0,0,0,2037
10467,0,0,0,11
10468,0,0,0,11
10469,0,0,0,286
10471,0,0,0,1140
10473,0,0,0,353
10474,0,0,0,221
10498,0,0,0,4973
10503,0,0,0,1
10505,0,0,0,2821
10506,0,0,0,54581
10508,0,0,0,5639
10509,0,0,0,5642
10512,0,0,0,5544
10514,0,0,0,2786
10515,0,0,0,2821
10517,0,0,0,2819
10518,0,0,0,154
10519,0,0,0,5534
10520,0,0,0,5
10521,0,0,0,5
10522,0,0,0,5544
10761,0,0,0,31
10762,0,0,0,52
10766,0,0,0,6
10767,0,0,0,25
10768,0,0,0,35
10769,0,0,0,154
10770,0,0,0,2819
10771,0,0,0,154
10773,0,0,0,2819
10777,0,0,0,5588
10778,0,0,0,2609
10779,0,0,0,169702
10780,0,0,0,5534
10782,0,0,0,5534
10784,0,0,0,169702
10785,0,0,0,5534
10787,8128,48,144,158
10788,0,0,0,175236
10789,0,0,0,5529
10790,0,0,0,131253
10792,0,0,0,5377
10793,0,0,0,10754
10797,0,0,0,8685
10799,0,0,0,30208
10800,0,0,0,8685
10804,0,0,0,8688
10813,72,0,0,8715
10814,0,0,0,136795
10815,0,0,0,8715
10829,0,0,0,8715
10830,0,0,0,17435
10831,0,0,0,8720
10832,0,0,0,2443
10834,0,0,0,2870
10835,0,0,0,151654
10836,0,0,0,6267
10839,0,0,0,11516
10840,0,0,0,20
10842,0,0,0,5
10844,0,0,0,157
10845,0,0,0,329
10849,0,0,0,157
10850,0,0,0,805
10855,0,0,0,2852
10858,0,0,0,5
10861,0,0,0,2200
10864,0,0,0,12521
10867,0,0,0,2586
10869,0,0,0,12521
10871,0,0,0,4973
10872,0,0,0,4973
10886,0,0,0,221
10888,0,0,0,583
10890,0,0,0,240
10891,0,0,0,240
10894,0,0,0,191
10897,0,0,0,191
10909,0,0,0,2638
10928,0,0,0,15
10929,0,0,0,10
10930,0,0,0,5
10951,0,0,0,27
10952,0,0,0,27
10955,0,0,0,27
10957,0,0,0,371
10959,0,0,0,1
10960,0,0,0,2818
10961,0,0,0,3385
10962,0,0,0,2821
10963,0,0,0,1
10965,0,0,0,2
10966,80,0,0,8
10969,0,0,0,2321
10971,0,0,0,2321
10979,0,0,0,2157
10989,0,0,0,2134
10991,0,0,0,1
10996,0,0,0,2606
10997,0,0,0,27
10998,0,0,0,9
11001,0,0,0,9
11030,0,0,0,4
11032,0,0,0,4
11033,80,0,0,20
11037,0,0,0,1
11038,0,0,0,43
11042,0,0,0,110
11044,0,0,0,110
11045,0,0,0,1
11047,0,0,0,1
11051,0,0,0,4
11052,96,0,0,16
11055,0,0,0,4
11056,104,0,0,16
11059,0,0,0,167
11060,88,0,0,668
11063,0,0,0,2037
11065,0,0,0,2037
11066,80,0,0,30602
11073,0,0,0,1870
11096,0,0,0,1
11243,0,0,0,2037
11245,0,0,0,1870
11247,0,0,0,51569
11250,0,0,0,2037
11293,0,0,0,2
11294,88,0,0,8
11295,0,0,0,2370
11299,0,0,0,2
11305,0,0,0,2
11307,0,0,0,1
11318,0,0,0,2
11321,0,0,0,3
11323,0,0,0,17
11324,0,0,0,3
11329,0,0,0,197
11330,80,0,0,3119
11333,0,0,0,28
11335,0,0,0,28
11336,80,0,0,437
11337,0,0,0,27
11338,0,0,0,27
11339,0,0,0,27
11340,0,0,0,27
11341,0,0,0,27
11342,0,0,0,27
11346,0,0,0,1
11353,0,0,0,28
11354,80,0,0,27
11356,0,0,0,28
11357,80,0,0,27
11360,0,0,0,285
11362,0,0,0,285
11363,80,0,0,4388
11370,0,0,0,212
11371,0,0,0,285
11372,0,0,0,285
11375,0,0,0,209
11377,0,0,0,1
11379,0,0,0,285
11381,0,0,0,285
11382,0,0,0,422
11383,0,0,0,422
11384,0,0,0,210
11385,0,0,0,210
11386,0,0,0,210
11390,0,0,0,1
11392,0,0,0,306
11394,0,0,0,306
11395,0,0,0,226
11416,264,264,0,1
11433,0,0,0,306
11443,0,0,0,353
11451,0,0,0,4
11455,0,0,0,220
11458,0,0,0,240
11459,0,0,0,8
11461,0,0,0,864
11463,0,0,0,1084
11472,0,0,0,844
11473,0,0,0,220
11474,792,792,0,1
11477,0,0,0,1140
11478,0,0,0,2108
11479,0,0,0,1264
11482,0,0,0,528
11502,0,0,0,286
11503,0,0,0,210
11504,0,0,0,210
11527,0,0,0,21
11529,0,0,0,21
11530,88,0,0,385
11535,0,0,0,21
11538,416,416,0,1
11544,0,0,0,46
11545,88,0,0,736
11554,0,0,0,3
11555,0,0,0,3
11556,0,0,0,3
11561,0,0,0,3
11580,0,0,0,1
11584,0,0,0,1
11587,0,0,0,1
11588,0,0,0,1
11590,104,104,0,1
11598,0,0,0,3
11599,0,0,0,5
11605,0,0,0,3
11613,0,0,0,1
11614,0,0,0,43574
11618,0,0,0,238
11620,0,0,0,1325
11626,0,0,0,248
11628,105664,0,32,10049
11629,7392,0,32,10202
11630,1448,0,1448,48509
11631,51360,0,32,38351
11632,0,0,0,248
11652,0,0,0,2
11654,840,0,40,3228
11655,0,0,0,8
11659,0,0,0,2044
11660,0,0,0,2044
11661,0,0,0,2044
11662,520,0,40,2043
11663,320,0,40,16
11664,0,0,0,8
11666,0,0,0,1
11667,0,0,0,5
11668,0,0,0,20
11669,0,0,0,7
11670,0,0,0,4
11674,0,0,0,17
11684,720,0,80,27
11685,280,0,40,23
11689,0,0,0,1
11691,0,0,0,20
11695,40,40,0,1
11697,0,0,0,1
11698,0,0,0,35
11708,0,0,0,18
11709,0,0,0,1
11710,0,0,0,1
11712,0,0,0,3
11714,0,0,0,32
11715,0,0,0,18
11716,0,0,0,99
11717,0,0,0,60
11723,0,0,0,43
11724,0,0,0,43
11725,0,0,0,12
11726,0,0,0,12
11729,0,0,0,10
11731,0,0,0,8
11733,0,0,0,12
11734,0,0,0,32
11738,0,0,0,19
11739,0,0,0,19
11740,0,0,0,16
11751,0,0,0,4
11762,0,0,0,1
11772,0,0,0,1
11776,0,0,0,18
11779,0,0,0,14
11791,0,0,0,1
11792,0,0,0,1
11794,0,0,0,4
11803,0,0,0,1
11805,0,0,0,1
11806,0,0,0,15
11807,480,32,32,15
11808,0,0,0,2
11809,0,0,0,263
11810,0,0,0,261
11812,0,0,0,261
11826,0,0,0,1
11828,0,0,0,1
11829,24,24,0,1
11830,0,0,0,1
11875,0,0,0,1
11902,0,0,0,6
11903,0,0,0,14
11932,0,0,0,1
11933,0,0,0,1
11934,0,0,0,1
11935,24,24,0,1
11936,0,0,0,1
11937,0,0,0,1
11939,0,0,0,1
11941,0,0,0,1
11942,0,0,0,1
11943,0,0,0,1
11944,208,208,0,1
11945,0,0,0,1
11946,3392,3392,0,1
11947,0,0,0,1
11948,224,224,0,1
11949,0,0,0,3
11953,0,0,0,10
11957,0,0,0,10
11958,0,0,0,5
11959,0,0,0,5
11960,0,0,0,3
11965,0,0,0,3
11966,0,0,0,3
11967,0,0,0,46
11968,0,0,0,199
11969,0,0,0,2320
11970,0,0,0,2705
12010,0,0,0,1
12011,0,0,0,1
12012,0,0,0,4
12013,0,0,0,3
12018,0,0,0,3
12020,0,0,0,3
12021,80,0,0,6
12026,0,0,0,12
12027,80,0,0,6
12029,0,0,0,240
12030,0,0,0,240
12031,0,0,0,196
12034,0,0,0,51
12035,0,0,0,2360
12037,0,0,0,2148
12038,0,0,0,46
12039,0,0,0,2360
12040,0,0,0,2360
12041,0,0,0,4725
12042,0,0,0,2360
12065,0,0,0,4
12066,0,0,0,4
12068,0,0,0,167
12072,0,0,0,215
12073,128,0,0,372
12105,0,0,0,3
12106,88,0,0,6
12109,0,0,0,1
12110,0,0,0,199
12111,0,0,0,195
12112,0,0,0,679
12113,0,0,0,135
12125,0,0,0,4
12129,0,0,0,4
